,Date,CSCO,TER,SWKS,ENPH,MCHP,CDNS,GEN,APH,MSI,ADI,ADBE,SMCI,NOW,ZBRA,WDAY,STX,ORCL,INTU,INTC,GLW,TXN,FTNT,JNPR,ADSK,WDC,MSFT,ANSS,IT,ACN,VRSN,HPQ,AMAT,AMD,KLAC,NXPI,NVDA,ROP,TYL,HPE,PTC,IBM,PANW,DELL,MPWR,FICO,AKAM,ANET,FFIV,CRWD,SNPS,EPAM,AVGO,FSLR,TEL,JBL,ON,TRMB,QCOM,PLTR,AAPL,TDY,NTAP,KEYS,GDDY,CTSH,MU,CDW,CRM,LRCX
0,2024-08-26,50.06364059448242,132.58558654785156,105.47994995117188,122.58999633789062,79.15648651123047,268.25,25.913415908813477,66.34056854248047,428.275634765625,223.7786407470703,559.4400024414062,56.250999450683594,827.8599853515625,347.69000244140625,260.3699951171875,103.2925262451172,138.24856567382812,615.0640258789062,20.1299991607666,41.68808364868164,205.3692321777344,75.18000030517578,38.41389465332031,256.2099914550781,47.38473129272461,411.8382263183594,319.4599914550781,482.30999755859375,335.41473388671875,181.5,34.98489761352539,195.31971740722656,149.99000549316406,794.9637451171875,248.74267578125,126.44046783447266,545.0910034179688,571.6799926757812,18.92523956298828,175.9499969482422,195.13189697265625,173.55999755859375,110.83064270019533,909.1307373046876,1706.27001953125,100.98999786376952,86.17250061035156,199.41000366210935,265.8699951171875,525.9099731445312,196.1300048828125,158.6715850830078,233.19000244140625,152.5399932861328,108.58138275146484,74.81999969482422,56.709999084472656,167.74114990234375,30.850000381469727,226.68109130859375,422.1700134277344,131.34664916992188,154.1199951171875,164.1699981689453,76.24873352050781,98.67056274414062,228.5091552734375,264.5622863769531,79.16461944580078
1,2024-08-27,49.98478317260742,134.55941772460938,105.73519897460938,122.52999877929688,79.78736877441406,268.92999267578125,26.12159538269043,66.20124053955078,430.39593505859375,229.95806884765625,567.8200073242188,54.76399993896485,831.739990234375,346.0400085449219,264.67999267578125,99.29925537109376,137.83053588867188,624.2333984375,20.06999969482422,41.98430252075195,207.7754669189453,75.97000122070312,38.39413070678711,256.989990234375,47.50566864013672,412.1868286132813,318.4100036621094,485.7699890136719,339.0001525878906,181.7400054931641,35.014400482177734,194.8618621826172,150.5,808.7144775390625,251.61997985839844,128.2801971435547,549.5475463867188,578.5900268554688,18.846302032470703,176.05999755859375,195.87109375,175.09500122070312,111.01921844482422,942.2272338867188,1714.9000244140625,101.30999755859376,86.40499877929688,199.7100067138672,269.8299865722656,521.780029296875,200.25,160.43106079101562,235.4199981689453,151.8699951171875,107.48258972167967,76.05999755859375,56.599998474121094,172.13531494140625,30.84000015258789,227.52923583984375,425.5299987792969,131.9612579345703,154.10000610351562,164.72000122070312,76.58625030517578,97.62310791015624,226.197265625,263.4852600097656,79.31253051757812
2,2024-08-28,49.137081146240234,131.89773559570312,104.78290557861328,123.6500015258789,78.26930236816406,263.0899963378906,25.992721557617188,65.97234344482422,433.2330017089844,225.3259735107422,560.5399780273438,44.3489990234375,814.1099853515625,343.8299865722656,260.29998779296875,97.85971069335938,137.2333526611328,614.9843139648438,19.61000061035156,41.78682327270508,204.8662872314453,75.61000061035156,38.36448287963867,254.6199951171875,47.188209533691406,408.9597473144531,315.6000061035156,481.55999755859375,336.02227783203125,181.19000244140625,34.1882209777832,191.99522399902344,146.36000061035156,800.2372436523438,245.82554626464844,125.59060668945312,548.68017578125,581.0499877929688,18.747629165649418,173.8800048828125,195.60499572753903,175.22000122070312,110.72147369384766,926.1224365234376,1722.3499755859375,100.08000183105467,85.29000091552734,198.88999938964844,264.20001220703125,509.9800109863281,198.57000732421875,157.24014282226562,228.57000732421875,151.24000549316406,107.22286987304688,74.62999725341797,56.130001068115234,170.07679748535156,30.36000061035156,225.99261474609375,425.4599914550781,130.7617950439453,152.58999633789062,164.0500030517578,76.30830383300781,94.63036346435548,223.71595764160156,258.1995544433594,77.83056640625
3,2024-08-29,49.66935729980469,133.54261779785156,105.73519897460938,121.3000030517578,79.8268051147461,265.6300048828125,26.190988540649418,66.4699478149414,435.1641845703125,229.01577758789065,569.6300048828125,44.88199996948242,831.27001953125,342.2699890136719,262.3599853515625,96.17366027832033,138.76612854003906,620.7251586914062,20.1299991607666,41.34249496459961,208.16993713378903,76.2699966430664,38.52260208129883,258.2300109863281,47.6417236328125,411.4696960449219,319.989990234375,485.8800048828125,338.830810546875,182.0,34.876708984375,192.0847930908203,145.49000549316406,791.7599487304688,247.6873321533203,117.57183837890624,552.1597900390625,587.6300048828125,18.4318790435791,177.11000061035156,196.0386657714844,179.10499572753906,109.90763092041016,927.427978515625,1713.2900390625,101.5999984741211,86.64749908447266,202.13999938964844,271.6700134277344,517.02001953125,201.2400054931641,155.99757385253906,223.1000061035156,151.49000549316406,107.52253723144533,76.30000305175781,56.349998474121094,167.74114990234375,31.0,229.28536987304688,426.6099853515625,118.16242218017578,152.82000732421875,164.99000549316406,76.5763168334961,95.3386459350586,222.3407745361328,256.314697265625,77.07750701904297
4,2024-08-30,49.81721496582031,136.303955078125,107.5907211303711,121.04000091552734,80.98999786376953,268.92999267578125,26.230642318725582,67.12677764892578,440.031982421875,232.9337158203125,574.4099731445312,43.77000045776367,855.0,345.3800048828125,263.19000244140625,98.15550994873048,140.62734985351562,628.1602783203125,22.040000915527344,41.60094451904297,211.37496948242188,76.70999908447266,38.64187240600586,258.3999938964844,49.57672119140625,415.4736328125,321.4200134277344,491.9599914550781,340.56378173828125,183.8999938964844,35.58486557006836,196.34494018554688,148.55999755859375,815.3212280273438,255.23402404785156,119.35157012939452,552.7479248046875,587.8699951171875,19.112716674804688,179.08999633789062,199.2222137451172,181.36000061035156,114.67155456542967,931.4840698242188,1730.27001953125,101.83999633789062,88.34500122070312,203.1499938964844,277.2799987792969,519.5800170898438,200.7599945068359,161.8525848388672,227.3699951171875,153.60000610351562,109.16075134277344,77.87000274658203,56.689998626708984,173.49119567871094,31.479999542236328,228.49710083007812,432.7999877929687,119.66919708251952,154.1199951171875,167.41000366210938,77.20171356201172,96.00701904296876,224.8519744873047,252.21578979492188,79.36763000488281
5,2024-09-03,49.34408187866211,124.15194702148438,99.98210906982422,112.91000366210938,75.31201934814453,256.2799987792969,25.85393524169922,61.61333084106445,438.36956787109375,217.7878570556641,571.0399780273438,44.178001403808594,835.8599853515625,330.45001220703125,260.32000732421875,95.42430114746094,138.8457489013672,622.7284545898438,20.100000381469727,40.4279670715332,199.0380401611328,77.12999725341797,38.52260208129883,257.8299865722656,47.664398193359375,407.8043823242187,309.0199890136719,481.8299865722656,340.4940490722656,184.91000366210935,34.79802322387695,182.5193634033203,136.94000244140625,737.7122802734375,235.10284423828125,107.98332214355467,550.7041015625,578.719970703125,18.80683135986328,173.6199951171875,198.38441467285156,177.53500366210938,109.93740844726562,835.762451171875,1688.4100341796875,99.95999908447266,81.68000030517578,198.8500061035156,266.6000061035156,481.2200012207031,195.33999633789065,151.8821563720703,212.7400054931641,148.39999389648438,103.2971649169922,70.76000213623047,54.939998626708984,161.55564880371094,30.510000228881836,222.28079223632812,420.0,117.9145965576172,148.0500030517578,159.5,76.20902252197266,88.36557006835938,216.90980529785156,247.3889007568359,74.02271270751953
6,2024-09-04,48.989227294921875,126.3650360107422,100.6497039794922,113.11000061035156,75.7950439453125,254.1300048828125,25.923330307006836,61.006256103515625,435.46282958984375,220.8648223876953,575.25,42.34700012207031,834.8300170898438,328.8699951171875,258.6000061035156,99.31897735595705,140.0898895263672,621.024169921875,19.43000030517578,40.99457931518555,201.1780242919922,76.87000274658203,38.53254318237305,255.7899932861328,47.58125686645508,407.26654052734375,308.80999755859375,486.7200012207031,342.5954895019531,184.88999938964844,34.74884796142578,181.5339813232422,140.8699951171875,741.3738403320312,237.8109130859375,106.19359588623048,556.8356323242188,586.6599731445312,18.52068328857422,170.2100067138672,201.17372131347656,173.0749969482422,108.2402572631836,847.6018676757812,1751.25,100.12999725341795,81.51249694824219,199.42999267578125,259.32000732421875,477.5299987792969,200.5,153.20425415039062,215.3999938964844,147.67999267578125,103.48695373535156,70.52999877929688,55.4900016784668,163.6240692138672,30.59000015258789,220.3650054931641,429.6000061035156,118.04347229003906,149.1199951171875,157.2899932861328,76.7550048828125,89.07384490966797,213.73094177246097,247.00991821289065,73.89896392822266
7,2024-09-05,48.42738342285156,125.82620239257812,99.54031372070312,112.08000183105467,75.65703582763672,250.8500061035156,25.715150833129883,61.56357192993164,435.323486328125,218.13636779785156,567.9299926757812,41.459999084472656,835.4000244140625,329.0400085449219,255.7899932861328,99.3978500366211,141.941162109375,619.4095458984375,19.399999618530273,41.123802185058594,198.7619171142578,75.80000305175781,38.3735237121582,251.77000427246097,47.32426452636719,406.7586059570313,309.75,483.4599914550781,339.54791259765625,183.44000244140625,33.834144592285156,179.40390014648438,139.44000244140625,724.4093627929688,235.6603851318359,107.19344329833984,553.2464599609375,583.8599853515625,17.40569305419922,168.5,199.67556762695312,171.8699951171875,106.35454559326172,838.6127319335938,1757.1400146484375,99.12000274658205,82.11000061035156,200.8000030517578,256.42999267578125,476.0299987792969,204.0,151.91200256347656,214.7599945068359,147.07000732421875,102.4780502319336,70.25,55.779998779296875,162.84812927246094,30.15999984741211,221.8916473388672,430.4700012207031,115.80314636230467,147.07000732421875,153.0,76.19910430908203,89.1736068725586,214.06976318359375,245.4541473388672,73.0753402709961
8,2024-09-06,47.80638885498047,121.1863021850586,96.9877471923828,108.6500015258789,73.03491973876953,247.52000427246097,25.160003662109375,59.563201904296875,429.5398864746094,212.73922729492188,563.4099731445312,38.645999908447266,825.0399780273438,320.7699890136719,254.6000061035156,96.60749816894533,141.14492797851562,613.0706787109375,18.88999938964844,40.39814758300781,194.71861267089844,75.16000366210938,38.16481018066406,250.3699951171875,45.9334831237793,400.0953369140625,305.0400085449219,483.6799926757813,338.4623107910156,181.83999633789065,33.2636833190918,173.9393768310547,134.35000610351562,699.2760620117188,225.70431518554688,102.81411743164062,546.117919921875,581.1599731445312,17.297155380249023,164.75999450683594,197.85220336914065,167.91000366210938,101.23332977294922,803.552978515625,1734.010009765625,96.54000091552734,78.57749938964844,198.92999267578125,246.38999938964844,463.9700012207031,204.82000732421875,136.1859893798828,208.6499938964844,143.3800048828125,100.92974853515624,67.91999816894531,54.150001525878906,157.36680603027344,30.329999923706055,220.33506774902344,421.7699890136719,113.18611907958984,143.11000061035156,150.0,75.28581237792969,86.17089080810547,211.46888732910156,243.3099670410156,70.93988037109375
9,2024-09-09,48.00353240966797,123.93032836914062,97.98914337158205,103.04000091552734,74.33612060546875,252.80999755859375,25.497055053710938,60.438987731933594,436.87640380859375,217.6384735107422,569.8800048828125,40.98699951171875,855.5800170898438,327.92999267578125,253.52000427246097,99.92042541503906,139.23391723632812,624.9011840820312,19.06999969482422,40.7261848449707,198.3871612548828,75.0999984741211,38.10517883300781,255.6699981689453,47.32426452636719,404.0992431640625,309.70001220703125,492.8299865722656,340.4243469238281,181.9600067138672,33.61776351928711,176.72637939453125,138.14999389648438,706.3305053710938,229.58718872070312,106.45355224609376,551.7310180664062,588.989990234375,17.366226196289062,167.8000030517578,200.60205078125,172.02499389648438,105.0940933227539,833.1514282226562,1776.489990234375,95.06999969482422,81.19249725341797,199.92999267578125,246.5800018310547,464.1600036621094,206.1199951171875,139.98330688476562,205.36000061035156,144.82000732421875,102.56795501708984,69.38999938964844,54.310001373291016,159.93338012695312,34.599998474121094,220.4248809814453,424.260009765625,113.60246276855467,145.82000732421875,152.8699951171875,75.57369995117188,86.0611572265625,213.3921356201172,245.0951232910156,70.98628234863281
